our_number,dedup_group_id,dedup_rank,is_canonical_stage2,is_exact_duplicate_stage2,is_conflict_version_stage2,quality_score,drop_reason
25-11-20838-000028-1,SINGLE|25-11-20838-000028-1,1,1,0,0,0,kept_canonical
25-11-20838-000029-7,SINGLE|25-11-20838-000029-7,1,1,0,0,0,kept_canonical
25-11-20838-000030-6,SINGLE|25-11-20838-000030-6,1,1,0,0,0,kept_canonical
25-11-20838-000031-1,SINGLE|25-11-20838-000031-1,1,1,0,0,0,kept_canonical
25-11-20838-000032-2,SINGLE|25-11-20838-000032-2,1,1,0,0,0,kept_canonical
25-11-20838-000033-3,SINGLE|25-11-20838-000033-3,1,1,0,0,0,kept_canonical
25-11-20838-000034-0,SINGLE|25-11-20838-000034-0,1,1,0,0,0,kept_canonical
25-11-20838-000035-4,SINGLE|25-11-20838-000035-4,1,1,0,0,0,kept_canonical
25-11-20838-000036-5,SINGLE|25-11-20838-000036-5,1,1,0,0,0,kept_canonical
25-11-20838-000037-9,SINGLE|25-11-20838-000037-9,1,1,0,0,0,kept_canonical
25-11-20838-000038-7,SINGLE|25-11-20838-000038-7,1,1,0,0,0,kept_canonical
25-11-20838-000039-8,SINGLE|25-11-20838-000039-8,1,1,0,0,0,kept_canonical
25-11-20838-000040-4,SINGLE|25-11-20838-000040-4,1,1,0,0,0,kept_canonical
25-11-20838-000042-0,SINGLE|25-11-20838-000042-0,1,1,0,0,0,kept_canonical
25-11-20838-000043-6,SINGLE|25-11-20838-000043-6,1,1,0,0,0,kept_canonical
25-11-20838-000044-8,SINGLE|25-11-20838-000044-8,1,1,0,0,0,kept_canonical
25-11-20838-000045-7,SINGLE|25-11-20838-000045-7,1,1,0,0,0,kept_canonical
25-11-20838-000046-1,SINGLE|25-11-20838-000046-1,1,1,0,0,0,kept_canonical
25-11-20838-000047-3,SINGLE|25-11-20838-000047-3,1,1,0,0,0,kept_canonical
25-11-20838-000048-5,SINGLE|25-11-20838-000048-5,1,1,0,0,0,kept_canonical
25-11-20838-000049-9,SINGLE|25-11-20838-000049-9,1,1,0,0,0,kept_canonical
25-11-20838-000050-0,SINGLE|25-11-20838-000050-0,1,1,0,0,0,kept_canonical
25-11-20838-000051-3,SINGLE|25-11-20838-000051-3,1,1,0,0,2,kept_canonical
25-11-20838-000053-7,SINGLE|25-11-20838-000053-7,1,1,0,0,0,kept_canonical
25-11-20838-000054-5,SINGLE|25-11-20838-000054-5,1,1,0,0,0,kept_canonical
25-11-20838-000055-9,SINGLE|25-11-20838-000055-9,1,1,0,0,0,kept_canonical
25-11-20838-000056-8,SINGLE|25-11-20838-000056-8,1,1,0,0,0,kept_canonical
25-11-20838-000057-6,SINGLE|25-11-20838-000057-6,1,1,0,0,0,kept_canonical
25-11-20838-000058-4,SINGLE|25-11-20838-000058-4,1,1,0,0,0,kept_canonical
25-11-20838-000059-2,SINGLE|25-11-20838-000059-2,1,1,0,0,0,kept_canonical
25-11-20838-000060-2,SINGLE|25-11-20838-000060-2,1,1,0,0,0,kept_canonical
25-11-20838-000061-5,SINGLE|25-11-20838-000061-5,1,1,0,0,0,kept_canonical
25-11-20838-000062-8,SINGLE|25-11-20838-000062-8,1,1,0,0,0,kept_canonical
25-11-20838-000063-1,SINGLE|25-11-20838-000063-1,1,1,0,0,0,kept_canonical
25-11-20838-000065-3,SINGLE|25-11-20838-000065-3,1,1,0,0,0,kept_canonical
25-11-20838-000066-6,SINGLE|25-11-20838-000066-6,1,1,0,0,0,kept_canonical
25-11-20838-000067-7,SINGLE|25-11-20838-000067-7,1,1,0,0,0,kept_canonical
25-11-20838-000068-9,SINGLE|25-11-20838-000068-9,1,1,0,0,0,kept_canonical
25-11-20838-000069-0,SINGLE|25-11-20838-000069-0,1,1,0,0,0,kept_canonical
25-11-20838-000070-3,SINGLE|25-11-20838-000070-3,1,1,0,0,0,kept_canonical
25-11-20838-000071-6,SINGLE|25-11-20838-000071-6,1,1,0,0,0,kept_canonical
25-11-20838-000072-7,SINGLE|25-11-20838-000072-7,1,1,0,0,0,kept_canonical
25-11-20838-000073-4,SINGLE|25-11-20838-000073-4,1,1,0,0,0,kept_canonical
25-11-20838-000074-2,SINGLE|25-11-20838-000074-2,1,1,0,0,0,kept_canonical
25-11-20838-000075-0,SINGLE|25-11-20838-000075-0,1,1,0,0,0,kept_canonical
25-11-20838-000076-9,SINGLE|25-11-20838-000076-9,1,1,0,0,0,kept_canonical
25-11-20838-000077-5,SINGLE|25-11-20838-000077-5,1,1,0,0,0,kept_canonical
25-11-20838-000078-8,SINGLE|25-11-20838-000078-8,1,1,0,0,0,kept_canonical
25-11-20838-000079-1,SINGLE|25-11-20838-000079-1,1,1,0,0,0,kept_canonical
25-11-20838-000080-9,SINGLE|25-11-20838-000080-9,1,1,0,0,0,kept_canonical
25-11-20838-000081-4,SINGLE|25-11-20838-000081-4,1,1,0,0,0,kept_canonical
25-11-20838-000082-3,SINGLE|25-11-20838-000082-3,1,1,0,0,0,kept_canonical
25-11-20838-000083-8,SINGLE|25-11-20838-000083-8,1,1,0,0,0,kept_canonical
25-11-20838-000084-6,SINGLE|25-11-20838-000084-6,1,1,0,0,0,kept_canonical
25-11-20838-000085-1,SINGLE|25-11-20838-000085-1,1,1,0,0,0,kept_canonical
25-11-20838-000086-7,SINGLE|25-11-20838-000086-7,1,1,0,0,0,kept_canonical
25-11-20838-000087-2,SINGLE|25-11-20838-000087-2,1,1,0,0,0,kept_canonical
25-11-20838-000088-0,SINGLE|25-11-20838-000088-0,1,1,0,0,0,kept_canonical
25-11-20838-000089-5,SINGLE|25-11-20838-000089-5,1,1,0,0,0,kept_canonical
25-11-20838-000090-7,SINGLE|25-11-20838-000090-7,1,1,0,0,0,kept_canonical
25-11-20838-000091-0,SINGLE|25-11-20838-000091-0,1,1,0,0,0,kept_canonical
25-11-20838-000092-9,SINGLE|25-11-20838-000092-9,1,1,0,0,0,kept_canonical
25-11-20838-000093-2,SINGLE|25-11-20838-000093-2,1,1,0,0,0,kept_canonical
25-11-20838-000094-1,SINGLE|25-11-20838-000094-1,1,1,0,0,0,kept_canonical
25-11-20838-000095-5,SINGLE|25-11-20838-000095-5,1,1,0,0,0,kept_canonical
25-11-20838-000096-4,SINGLE|25-11-20838-000096-4,1,1,0,0,0,kept_canonical
25-11-20838-000097-8,SINGLE|25-11-20838-000097-8,1,1,0,0,0,kept_canonical
25-11-20838-000098-6,SINGLE|25-11-20838-000098-6,1,1,0,0,0,kept_canonical
25-11-20838-000099-3,SINGLE|25-11-20838-000099-3,1,1,0,0,0,kept_canonical
25-11-20838-000100-2,SINGLE|25-11-20838-000100-2,1,1,0,0,0,kept_canonical
25-11-20838-000101-5,SINGLE|25-11-20838-000101-5,1,1,0,0,0,kept_canonical
25-11-20838-000102-8,SINGLE|25-11-20838-000102-8,1,1,0,0,1,kept_canonical
25-11-20838-000103-1,SINGLE|25-11-20838-000103-1,1,1,0,0,0,kept_canonical
25-11-20838-000104-4,SINGLE|25-11-20838-000104-4,1,1,0,0,0,kept_canonical
25-11-20838-000105-3,SINGLE|25-11-20838-000105-3,1,1,0,0,0,kept_canonical
25-11-20838-000106-6,SINGLE|25-11-20838-000106-6,1,1,0,0,0,kept_canonical
25-11-20838-000107-7,SINGLE|25-11-20838-000107-7,1,1,0,0,0,kept_canonical
25-11-20838-000108-9,SINGLE|25-11-20838-000108-9,1,1,0,0,0,kept_canonical
25-11-20838-000110-6,SINGLE|25-11-20838-000110-6,1,1,0,0,0,kept_canonical
25-11-20838-000112-2,SINGLE|25-11-20838-000112-2,1,1,0,0,0,kept_canonical
25-11-20838-000113-3,SINGLE|25-11-20838-000113-3,1,1,0,0,0,kept_canonical
25-11-20838-000114-0,SINGLE|25-11-20838-000114-0,1,1,0,0,0,kept_canonical
25-11-20838-000115-4,SINGLE|25-11-20838-000115-4,1,1,0,0,0,kept_canonical
25-11-20838-000116-5,SINGLE|25-11-20838-000116-5,1,1,0,0,0,kept_canonical
25-11-20838-000117-9,SINGLE|25-11-20838-000117-9,1,1,0,0,0,kept_canonical
25-11-20838-000118-7,SINGLE|25-11-20838-000118-7,1,1,0,0,1,kept_canonical
25-11-20838-000119-8,SINGLE|25-11-20838-000119-8,1,1,0,0,0,kept_canonical
25-11-20838-000120-1,SINGLE|25-11-20838-000120-1,1,1,0,0,0,kept_canonical
25-11-20838-000121-7,SINGLE|25-11-20838-000121-7,1,1,0,0,0,kept_canonical
25-11-20838-000122-5,SINGLE|25-11-20838-000122-5,1,1,0,0,0,kept_canonical
25-11-20838-000124-9,SINGLE|25-11-20838-000124-9,1,1,0,0,0,kept_canonical
25-11-20838-000125-8,SINGLE|25-11-20838-000125-8,1,1,0,0,0,kept_canonical
25-11-20838-000126-3,SINGLE|25-11-20838-000126-3,1,1,0,0,0,kept_canonical
25-11-20838-000127-4,SINGLE|25-11-20838-000127-4,1,1,0,0,0,kept_canonical
25-11-20838-000128-2,SINGLE|25-11-20838-000128-2,1,1,0,0,0,kept_canonical
25-11-20838-000129-6,SINGLE|25-11-20838-000129-6,1,1,0,0,0,kept_canonical
25-11-20838-000130-9,SINGLE|25-11-20838-000130-9,1,1,0,0,0,kept_canonical
25-11-20838-000131-4,SINGLE|25-11-20838-000131-4,1,1,0,0,0,kept_canonical
25-11-20838-000132-3,SINGLE|25-11-20838-000132-3,1,1,0,0,0,kept_canonical
25-11-20838-000134-6,SINGLE|25-11-20838-000134-6,1,1,0,0,0,kept_canonical
25-11-20838-000135-1,SINGLE|25-11-20838-000135-1,1,1,0,0,0,kept_canonical
25-11-20838-000136-7,SINGLE|25-11-20838-000136-7,1,1,0,0,0,kept_canonical
25-11-20838-000137-2,SINGLE|25-11-20838-000137-2,1,1,0,0,0,kept_canonical
25-11-20838-000138-0,SINGLE|25-11-20838-000138-0,1,1,0,0,0,kept_canonical
25-11-20838-000139-5,SINGLE|25-11-20838-000139-5,1,1,0,0,0,kept_canonical
25-11-20838-000140-5,SINGLE|25-11-20838-000140-5,1,1,0,0,0,kept_canonical
25-11-20838-000141-8,SINGLE|25-11-20838-000141-8,1,1,0,0,0,kept_canonical
25-11-20838-000142-6,SINGLE|25-11-20838-000142-6,1,1,0,0,0,kept_canonical
25-11-20838-000143-9,SINGLE|25-11-20838-000143-9,1,1,0,0,0,kept_canonical
25-11-20838-000144-7,SINGLE|25-11-20838-000144-7,1,1,0,0,0,kept_canonical
25-11-20838-000145-2,SINGLE|25-11-20838-000145-2,1,1,0,0,0,kept_canonical
25-11-20838-000146-0,SINGLE|25-11-20838-000146-0,1,1,0,0,0,kept_canonical
25-11-20838-000147-1,SINGLE|25-11-20838-000147-1,1,1,0,0,0,kept_canonical
25-11-20838-000148-3,SINGLE|25-11-20838-000148-3,1,1,0,0,0,kept_canonical
25-11-20838-000149-4,SINGLE|25-11-20838-000149-4,1,1,0,0,0,kept_canonical
25-11-20838-000150-7,SINGLE|25-11-20838-000150-7,1,1,0,0,0,kept_canonical
25-11-20838-000151-0,SINGLE|25-11-20838-000151-0,1,1,0,0,0,kept_canonical
25-11-20838-000152-9,SINGLE|25-11-20838-000152-9,1,1,0,0,0,kept_canonical
25-11-20838-000153-2,SINGLE|25-11-20838-000153-2,1,1,0,0,0,kept_canonical
25-11-20838-000154-1,SINGLE|25-11-20838-000154-1,1,1,0,0,0,kept_canonical
25-11-20838-000155-5,SINGLE|25-11-20838-000155-5,1,1,0,0,0,kept_canonical
25-11-20838-000156-4,SINGLE|25-11-20838-000156-4,1,1,0,0,0,kept_canonical
25-11-20838-000157-8,SINGLE|25-11-20838-000157-8,1,1,0,0,0,kept_canonical
25-11-20838-000158-6,SINGLE|25-11-20838-000158-6,1,1,0,0,0,kept_canonical
25-11-20838-000159-3,SINGLE|25-11-20838-000159-3,1,1,0,0,0,kept_canonical
25-11-20838-000160-8,SINGLE|25-11-20838-000160-8,1,1,0,0,0,kept_canonical
25-11-20838-000161-9,SINGLE|25-11-20838-000161-9,1,1,0,0,0,kept_canonical
25-11-20838-000162-4,SINGLE|25-11-20838-000162-4,1,1,0,0,0,kept_canonical
25-11-20838-000163-5,SINGLE|25-11-20838-000163-5,1,1,0,0,0,kept_canonical
25-11-20838-000164-3,SINGLE|25-11-20838-000164-3,1,1,0,0,0,kept_canonical
25-11-20838-000165-6,SINGLE|25-11-20838-000165-6,1,1,0,0,0,kept_canonical
25-11-20838-000166-2,SINGLE|25-11-20838-000166-2,1,1,0,0,0,kept_canonical
25-11-20838-000167-0,SINGLE|25-11-20838-000167-0,1,1,0,0,0,kept_canonical
25-11-20838-000168-1,SINGLE|25-11-20838-000168-1,1,1,0,0,0,kept_canonical
25-11-20838-000169-7,SINGLE|25-11-20838-000169-7,1,1,0,0,0,kept_canonical
25-11-20838-000170-4,SINGLE|25-11-20838-000170-4,1,1,0,0,0,kept_canonical
25-11-20838-000171-2,SINGLE|25-11-20838-000171-2,1,1,0,0,0,kept_canonical
25-11-20838-000172-0,SINGLE|25-11-20838-000172-0,1,1,0,0,0,kept_canonical
25-11-20838-000173-6,SINGLE|25-11-20838-000173-6,1,1,0,0,0,kept_canonical
25-11-20838-000174-8,SINGLE|25-11-20838-000174-8,1,1,0,0,0,kept_canonical
25-11-20838-000175-7,SINGLE|25-11-20838-000175-7,1,1,0,0,0,kept_canonical
25-11-20838-000176-1,SINGLE|25-11-20838-000176-1,1,1,0,0,0,kept_canonical
25-11-20838-000177-3,SINGLE|25-11-20838-000177-3,1,1,0,0,0,kept_canonical
25-11-20838-000178-5,SINGLE|25-11-20838-000178-5,1,1,0,0,0,kept_canonical
25-11-20838-000179-9,SINGLE|25-11-20838-000179-9,1,1,0,0,1,kept_canonical
25-11-20838-000180-0,SINGLE|25-11-20838-000180-0,1,1,0,0,0,kept_canonical
25-11-20838-000182-1,SINGLE|25-11-20838-000182-1,1,1,0,0,0,kept_canonical
25-11-20838-000183-7,SINGLE|25-11-20838-000183-7,1,1,0,0,0,kept_canonical
25-11-20838-000184-5,SINGLE|25-11-20838-000184-5,1,1,0,0,0,kept_canonical
25-11-20838-000185-9,SINGLE|25-11-20838-000185-9,1,1,0,0,0,kept_canonical
25-11-20838-000186-8,SINGLE|25-11-20838-000186-8,1,1,0,0,0,kept_canonical
25-11-20838-000187-6,SINGLE|25-11-20838-000187-6,1,1,0,0,0,kept_canonical
25-11-20838-000188-4,SINGLE|25-11-20838-000188-4,1,1,0,0,0,kept_canonical
25-11-20838-000189-2,SINGLE|25-11-20838-000189-2,1,1,0,0,0,kept_canonical
25-11-20838-000190-3,SINGLE|25-11-20838-000190-3,1,1,0,0,0,kept_canonical
25-11-20838-000191-6,SINGLE|25-11-20838-000191-6,1,1,0,0,0,kept_canonical
25-11-20838-000192-7,SINGLE|25-11-20838-000192-7,1,1,0,0,0,kept_canonical
25-11-20838-000193-4,SINGLE|25-11-20838-000193-4,1,1,0,0,0,kept_canonical
25-11-20838-000194-2,SINGLE|25-11-20838-000194-2,1,1,0,0,0,kept_canonical
25-11-20838-000195-0,SINGLE|25-11-20838-000195-0,1,1,0,0,0,kept_canonical
25-11-20838-000196-9,SINGLE|25-11-20838-000196-9,1,1,0,0,0,kept_canonical
25-11-20838-000197-5,SINGLE|25-11-20838-000197-5,1,1,0,0,0,kept_canonical
25-11-20838-000198-8,SINGLE|25-11-20838-000198-8,1,1,0,0,0,kept_canonical
25-11-20838-000199-1,SINGLE|25-11-20838-000199-1,1,1,0,0,0,kept_canonical
25-11-20838-000200-3,SINGLE|25-11-20838-000200-3,1,1,0,0,0,kept_canonical
25-11-20838-000201-6,SINGLE|25-11-20838-000201-6,1,1,0,0,0,kept_canonical
25-11-20838-000202-7,SINGLE|25-11-20838-000202-7,1,1,0,0,0,kept_canonical
25-11-20838-000203-4,SINGLE|25-11-20838-000203-4,1,1,0,0,0,kept_canonical
25-11-20838-000204-2,SINGLE|25-11-20838-000204-2,1,1,0,0,0,kept_canonical
25-11-20838-000205-0,SINGLE|25-11-20838-000205-0,1,1,0,0,2,kept_canonical
25-11-20838-000206-9,SINGLE|25-11-20838-000206-9,1,1,0,0,0,kept_canonical
25-11-20838-000207-5,SINGLE|25-11-20838-000207-5,1,1,0,0,0,kept_canonical
25-11-20838-000208-8,SINGLE|25-11-20838-000208-8,1,1,0,0,0,kept_canonical
25-11-20838-000209-1,SINGLE|25-11-20838-000209-1,1,1,0,0,0,kept_canonical
25-11-20838-000210-9,SINGLE|25-11-20838-000210-9,1,1,0,0,0,kept_canonical
25-11-20838-000211-4,SINGLE|25-11-20838-000211-4,1,1,0,0,0,kept_canonical
25-11-20838-000212-3,SINGLE|25-11-20838-000212-3,1,1,0,0,0,kept_canonical
25-11-20838-000213-8,SINGLE|25-11-20838-000213-8,1,1,0,0,0,kept_canonical
25-11-20838-000214-6,SINGLE|25-11-20838-000214-6,1,1,0,0,0,kept_canonical
25-11-20838-000215-1,SINGLE|25-11-20838-000215-1,1,1,0,0,0,kept_canonical
25-11-20838-000216-7,SINGLE|25-11-20838-000216-7,1,1,0,0,0,kept_canonical
25-11-20838-000217-2,SINGLE|25-11-20838-000217-2,1,1,0,0,0,kept_canonical
25-11-20838-000218-0,SINGLE|25-11-20838-000218-0,1,1,0,0,0,kept_canonical
25-11-20838-000219-5,SINGLE|25-11-20838-000219-5,1,1,0,0,0,kept_canonical
25-11-20838-000220-5,SINGLE|25-11-20838-000220-5,1,1,0,0,0,kept_canonical
25-11-20838-000221-8,SINGLE|25-11-20838-000221-8,1,1,0,0,0,kept_canonical
25-11-20838-000222-6,SINGLE|25-11-20838-000222-6,1,1,0,0,0,kept_canonical
25-11-20838-000224-7,SINGLE|25-11-20838-000224-7,1,1,0,0,0,kept_canonical
25-11-20838-000225-2,SINGLE|25-11-20838-000225-2,1,1,0,0,0,kept_canonical
25-11-20838-000226-0,SINGLE|25-11-20838-000226-0,1,1,0,0,0,kept_canonical
25-11-20838-000227-1,SINGLE|25-11-20838-000227-1,1,1,0,0,0,kept_canonical
25-11-20838-000228-3,SINGLE|25-11-20838-000228-3,1,1,0,0,0,kept_canonical
25-11-20838-000229-4,SINGLE|25-11-20838-000229-4,1,1,0,0,0,kept_canonical
25-11-20838-000230-2,SINGLE|25-11-20838-000230-2,1,1,0,0,0,kept_canonical
25-11-20838-000231-5,SINGLE|25-11-20838-000231-5,1,1,0,0,0,kept_canonical
25-11-20838-000232-8,SINGLE|25-11-20838-000232-8,1,1,0,0,0,kept_canonical
25-11-20838-000233-1,SINGLE|25-11-20838-000233-1,1,1,0,0,0,kept_canonical
25-11-20838-000234-4,SINGLE|25-11-20838-000234-4,1,1,0,0,0,kept_canonical
25-11-20838-000235-3,SINGLE|25-11-20838-000235-3,1,1,0,0,0,kept_canonical
25-11-20838-000236-6,SINGLE|25-11-20838-000236-6,1,1,0,0,0,kept_canonical
25-11-20838-000237-7,SINGLE|25-11-20838-000237-7,1,1,0,0,0,kept_canonical
25-11-20840-000001-6,SINGLE|25-11-20840-000001-6,1,1,0,0,0,kept_canonical
25-11-20840-000002-7,SINGLE|25-11-20840-000002-7,1,1,0,0,0,kept_canonical
25-11-20841-000001-7,SINGLE|25-11-20841-000001-7,1,1,0,0,0,kept_canonical
25-11-20841-000002-5,SINGLE|25-11-20841-000002-5,1,1,0,0,1,kept_canonical
25-11-20841-000003-0,SINGLE|25-11-20841-000003-0,1,1,0,0,0,kept_canonical
25-11-20841-000004-9,SINGLE|25-11-20841-000004-9,1,1,0,0,0,kept_canonical
25-11-20841-000005-8,SINGLE|25-11-20841-000005-8,1,1,0,0,0,kept_canonical
25-11-20841-000006-3,SINGLE|25-11-20841-000006-3,1,1,0,0,0,kept_canonical
25-11-20841-000007-4,SINGLE|25-11-20841-000007-4,1,1,0,0,0,kept_canonical
25-11-20841-000008-2,SINGLE|25-11-20841-000008-2,1,1,0,0,0,kept_canonical
25-11-20841-000009-6,SINGLE|25-11-20841-000009-6,1,1,0,0,0,kept_canonical
25-11-20841-000010-5,SINGLE|25-11-20841-000010-5,1,1,0,0,0,kept_canonical
25-11-20841-000011-8,SINGLE|25-11-20841-000011-8,1,1,0,0,0,kept_canonical
25-11-20841-000012-6,SINGLE|25-11-20841-000012-6,1,1,0,0,0,kept_canonical
25-11-20841-000013-9,SINGLE|25-11-20841-000013-9,1,1,0,0,0,kept_canonical
25-11-20841-000014-7,SINGLE|25-11-20841-000014-7,1,1,0,0,1,kept_canonical
25-11-20841-000015-2,SINGLE|25-11-20841-000015-2,1,1,0,0,0,kept_canonical
25-11-20842-000001-9,SINGLE|25-11-20842-000001-9,1,1,0,0,0,kept_canonical
25-11-20842-000002-4,SINGLE|25-11-20842-000002-4,1,1,0,0,0,kept_canonical
25-11-20842-000003-5,SINGLE|25-11-20842-000003-5,1,1,0,0,0,kept_canonical
25-11-20842-000004-3,SINGLE|25-11-20842-000004-3,1,1,0,0,0,kept_canonical
25-11-20842-000005-6,SINGLE|25-11-20842-000005-6,1,1,0,0,0,kept_canonical
25-11-20842-000006-2,SINGLE|25-11-20842-000006-2,1,1,0,0,0,kept_canonical
25-11-20842-000007-0,SINGLE|25-11-20842-000007-0,1,1,0,0,0,kept_canonical
25-11-20842-000008-1,SINGLE|25-11-20842-000008-1,1,1,0,0,0,kept_canonical
25-11-20842-000009-7,SINGLE|25-11-20842-000009-7,1,1,0,0,1,kept_canonical
25-11-20842-000010-0,SINGLE|25-11-20842-000010-0,1,1,0,0,0,kept_canonical
25-11-20843-000001-5,SINGLE|25-11-20843-000001-5,1,1,0,0,0,kept_canonical
25-11-20843-000002-8,SINGLE|25-11-20843-000002-8,1,1,0,0,0,kept_canonical
25-11-20843-000003-1,SINGLE|25-11-20843-000003-1,1,1,0,0,0,kept_canonical
25-11-20843-000004-4,SINGLE|25-11-20843-000004-4,1,1,0,0,0,kept_canonical
25-11-20843-000005-3,SINGLE|25-11-20843-000005-3,1,1,0,0,0,kept_canonical
25-11-20843-000006-6,SINGLE|25-11-20843-000006-6,1,1,0,0,0,kept_canonical
25-11-20843-000007-7,SINGLE|25-11-20843-000007-7,1,1,0,0,0,kept_canonical
25-11-20843-000008-9,SINGLE|25-11-20843-000008-9,1,1,0,0,0,kept_canonical
25-11-20843-000009-0,SINGLE|25-11-20843-000009-0,1,1,0,0,0,kept_canonical
25-11-20843-000010-6,SINGLE|25-11-20843-000010-6,1,1,0,0,1,kept_canonical
25-11-20843-000012-2,SINGLE|25-11-20843-000012-2,1,1,0,0,0,kept_canonical
25-11-20843-000013-3,SINGLE|25-11-20843-000013-3,1,1,0,0,0,kept_canonical
25-11-20843-000014-0,SINGLE|25-11-20843-000014-0,1,1,0,0,0,kept_canonical
25-11-20843-000015-4,SINGLE|25-11-20843-000015-4,1,1,0,0,0,kept_canonical
25-11-20843-000016-5,SINGLE|25-11-20843-000016-5,1,1,0,0,0,kept_canonical
25-11-20843-000017-9,SINGLE|25-11-20843-000017-9,1,1,0,0,0,kept_canonical
25-11-20843-000018-7,SINGLE|25-11-20843-000018-7,1,1,0,0,0,kept_canonical
25-11-20843-000019-8,SINGLE|25-11-20843-000019-8,1,1,0,0,0,kept_canonical
25-11-20843-000020-1,SINGLE|25-11-20843-000020-1,1,1,0,0,0,kept_canonical
25-11-20843-000021-7,SINGLE|25-11-20843-000021-7,1,1,0,0,0,kept_canonical
25-11-20843-000022-5,SINGLE|25-11-20843-000022-5,1,1,0,0,0,kept_canonical
25-11-20843-000023-0,SINGLE|25-11-20843-000023-0,1,1,0,0,0,kept_canonical
25-11-20843-000024-9,SINGLE|25-11-20843-000024-9,1,1,0,0,0,kept_canonical
25-11-20843-000025-8,SINGLE|25-11-20843-000025-8,1,1,0,0,0,kept_canonical
25-11-20843-000026-3,SINGLE|25-11-20843-000026-3,1,1,0,0,0,kept_canonical
25-11-20843-000027-4,SINGLE|25-11-20843-000027-4,1,1,0,0,0,kept_canonical
25-11-20843-000028-2,SINGLE|25-11-20843-000028-2,1,1,0,0,0,kept_canonical
25-11-20843-000029-6,SINGLE|25-11-20843-000029-6,1,1,0,0,0,kept_canonical
25-11-20843-000030-9,SINGLE|25-11-20843-000030-9,1,1,0,0,0,kept_canonical
25-11-20843-000031-4,SINGLE|25-11-20843-000031-4,1,1,0,0,0,kept_canonical
25-11-20843-000032-3,SINGLE|25-11-20843-000032-3,1,1,0,0,0,kept_canonical
25-11-20843-000033-8,SINGLE|25-11-20843-000033-8,1,1,0,0,0,kept_canonical
25-11-20843-000034-6,SINGLE|25-11-20843-000034-6,1,1,0,0,0,kept_canonical
25-11-20843-000035-1,SINGLE|25-11-20843-000035-1,1,1,0,0,0,kept_canonical
25-11-20843-000036-7,SINGLE|25-11-20843-000036-7,1,1,0,0,0,kept_canonical
25-11-20843-000037-2,SINGLE|25-11-20843-000037-2,1,1,0,0,1,kept_canonical
25-11-20843-000038-0,SINGLE|25-11-20843-000038-0,1,1,0,0,1,kept_canonical
25-11-20843-000039-5,SINGLE|25-11-20843-000039-5,1,1,0,0,0,kept_canonical
25-11-20843-000040-5,SINGLE|25-11-20843-000040-5,1,1,0,0,0,kept_canonical
25-11-20843-000041-8,SINGLE|25-11-20843-000041-8,1,1,0,0,0,kept_canonical
25-11-20843-000042-6,SINGLE|25-11-20843-000042-6,1,1,0,0,0,kept_canonical
25-11-20843-000043-9,SINGLE|25-11-20843-000043-9,1,1,0,0,0,kept_canonical
25-11-20843-000044-7,SINGLE|25-11-20843-000044-7,1,1,0,0,0,kept_canonical
25-11-20843-000045-2,SINGLE|25-11-20843-000045-2,1,1,0,0,0,kept_canonical
25-11-20843-000046-0,SINGLE|25-11-20843-000046-0,1,1,0,0,1,kept_canonical
25-11-20843-000047-1,SINGLE|25-11-20843-000047-1,1,1,0,0,0,kept_canonical
25-11-20843-000048-3,SINGLE|25-11-20843-000048-3,1,1,0,0,0,kept_canonical
25-11-20843-000049-4,SINGLE|25-11-20843-000049-4,1,1,0,0,0,kept_canonical
25-11-20843-000050-7,SINGLE|25-11-20843-000050-7,1,1,0,0,0,kept_canonical
25-11-20843-000051-0,SINGLE|25-11-20843-000051-0,1,1,0,0,0,kept_canonical
25-11-20843-000052-9,SINGLE|25-11-20843-000052-9,1,1,0,0,1,kept_canonical
25-11-20843-000053-2,SINGLE|25-11-20843-000053-2,1,1,0,0,1,kept_canonical
25-11-20843-000054-1,SINGLE|25-11-20843-000054-1,1,1,0,0,0,kept_canonical
25-11-20843-000055-5,SINGLE|25-11-20843-000055-5,1,1,0,0,0,kept_canonical
25-11-20843-000056-4,SINGLE|25-11-20843-000056-4,1,1,0,0,0,kept_canonical
25-11-20843-000057-8,SINGLE|25-11-20843-000057-8,1,1,0,0,0,kept_canonical
25-11-20843-000058-6,SINGLE|25-11-20843-000058-6,1,1,0,0,0,kept_canonical
25-11-20843-000059-3,SINGLE|25-11-20843-000059-3,1,1,0,0,0,kept_canonical
25-11-20843-000060-8,SINGLE|25-11-20843-000060-8,1,1,0,0,0,kept_canonical
25-11-20843-000061-9,SINGLE|25-11-20843-000061-9,1,1,0,0,0,kept_canonical
25-11-20843-000062-4,SINGLE|25-11-20843-000062-4,1,1,0,0,0,kept_canonical
25-11-20843-000063-5,SINGLE|25-11-20843-000063-5,1,1,0,0,0,kept_canonical
25-11-20843-000064-3,SINGLE|25-11-20843-000064-3,1,1,0,0,0,kept_canonical
25-11-20843-000065-6,SINGLE|25-11-20843-000065-6,1,1,0,0,0,kept_canonical
25-11-20843-000066-2,SINGLE|25-11-20843-000066-2,1,1,0,0,0,kept_canonical
25-11-20843-000067-0,SINGLE|25-11-20843-000067-0,1,1,0,0,0,kept_canonical
25-11-20843-000068-1,SINGLE|25-11-20843-000068-1,1,1,0,0,0,kept_canonical
25-11-20843-000069-7,SINGLE|25-11-20843-000069-7,1,1,0,0,0,kept_canonical
